title,authors,publishedDate,categories,averageRating,ratingsCount,description,pageCount,language,previewLink,query
"Second Series of Bibliographical Collections and Notes on Early English Literature, 1474-1700",['William Carew Hazlitt'],1882,['English literature'],,,,740.0,en,http://books.google.co.in/books?id=ODc1AQAAMAAJ&pg=PA163&dq=romance&hl=&cd=295&source=gbs_api,romance
"From the beginning to the age of Henry VIII, by Richard Garnett.-v. 2. From the age of Henry VIII to the age of Milton, by Richard Garnett and Edmund Gosse.-v. 3. From Milton to Johnson, by Edmund Gosse.-v. 4. From the age of Johnson to the age of Tennyson, by Edmund Gosse",['Richard Garnett'],1903,['English literature'],,,,434.0,en,http://books.google.co.in/books?id=cs85AQAAMAAJ&pg=PA262&dq=romance&hl=&cd=296&source=gbs_api,romance
The Bibliographer's Manual of English Literature,['William Thomas Lowndes'],1890,['English literature'],,,,680.0,en,http://books.google.co.in/books?id=VN0bAAAAIAAJ&pg=PA2035&dq=romance&hl=&cd=297&source=gbs_api,romance
"The preliminary history to the election of Eadward the Confessor. 3d ed., rev. 1867",['Edward Augustus Freeman'],1870,['Great Britain'],,,,822.0,en,http://books.google.co.in/books?id=gH0QAAAAYAAJ&pg=PA606&dq=romance&hl=&cd=298&source=gbs_api,romance
Works,['Nathaniel Hawthorne'],1883,,,,,542.0,en,http://books.google.co.in/books?id=iMr-OFLkMVsC&pg=PA5&dq=romance&hl=&cd=299&source=gbs_api,romance
"Proceedings of the Fourth Workshop on Future Trends of Distributed Computing Systems, September 22-24, 1993, Lisbon, Portugal",,1993,['Computers'],,,"Proceedings of the 4th Workshop on [title], held in Lisbon, Portugal in September 1993. Sessions are devoted to multimedia experiments, system management, multimedia protocols, future systems, groups and cooperative work, fault tolerance, design of distributed applications, object-oriented systems, network performance, software design and testing, real-time systems, algorithms and protocols, distributed network processing, specification, future networks, and operating systems issues. No index. Annotation copyright by Book News, Inc., Portland, OR.",500.0,en,http://books.google.co.in/books?id=0gElAQAAIAAJ&q=romance&dq=romance&hl=&cd=301&source=gbs_api,romance
Motion Picture Herald,,1939,['Motion pictures'],,,,502.0,en,http://books.google.co.in/books?id=nkJ-ARGVfKAC&q=romance&dq=romance&hl=&cd=302&source=gbs_api,romance
What's Good About Falling,['Prajwal Hegde'],2018-12-30,['Fiction'],,,"Indian tennis star Arya Ashok is twenty-seven and ranked among the world's top ten players. But she's dogged by a breathing disorder, and a Grand Slam title remains elusive. Leading international media have dubbed her the game's 'most famous quarterfinalist'. Only twenty-five, Arvind Ram is the biggest new name in world cricket. After a difficult childhood, with little love and even less money, the fast bowler is enjoying great success on the field. When the dashing Arvind woos Arya at Wimbledon, an unlikely romance blossoms, sparking media coverage across continents. But while Arya is beginning to tire of life on the go, Arvind's reign at the top has only just begun. With their careers and lives moving in different directions, can their love win this match?",234.0,en,http://books.google.co.in/books?id=7Ex6DwAAQBAJ&printsec=frontcover&dq=romance&hl=&cd=304&source=gbs_api,romance
Love of a Cowboy,['Jennifer Ryan'],2021-03-30,['Fiction'],,,"New York Times bestselling author Jennifer Ryan's follow-up to Waiting on a Cowboy in the exciting new McGrath series. Meet New York Times bestselling author Jennifer Ryan's McGraths: a family as untamed as the land they call home. Skye Kennedy has always loved the close-knit community of Sunrise Fellowship--but when she witnesses the commune's new leader commit a terrible crime, she flees...and finds herself in Montana, on the McGrath ranch, and drawn to the stoic yet kind man determined to help her. Declan McGrath has always handled things himself and focused more on work than his love life. With his newlywed brothers distracted by their beautiful wives, Declan has even more work on his hands. But when Skye arrives at the ranch starving and desperate for work, his loner days are over. Skye wants to keep her distance and protect Declan from the deadly threats facing her, but soon their relationship morphs into something much more than either of them expected. When she fights back against those out to destroy Sunrise Fellowship, Skye and Declan will have to do everything to protect not just Skye's community, but also their new love...",320.0,en,http://books.google.co.in/books?id=GO2bzQEACAAJ&dq=romance&hl=&cd=305&source=gbs_api,romance
"A SEAL's Surrender (Uniformly Hot!, Book 35) (Mills & Boon Blaze)",['Tawny Weber'],2013-05-01,['Fiction'],,,"Ever since they were kids, Lt Commander Cade Sullivan has been rescuing Eden Gillespie.",181.0,en,http://books.google.co.in/books?id=CNOrntShdoIC&printsec=frontcover&dq=romance&hl=&cd=306&source=gbs_api,romance
The Literary World,,1897,['Literature'],,,,506.0,en,http://books.google.co.in/books?id=orQ6AQAAMAAJ&pg=PA266&dq=romance&hl=&cd=307&source=gbs_api,romance
The Year I Met You,['Cecelia Ahern'],2015-06-04,['Chick lit'],,,"*Winner of the Irish Popular Fiction Book of the Year* A thoughtful, captivating and ultimately uplifting novel from this uniquely talented author The year that changed my life. For Jasmine, losing her job felt like losing everything. The year I found home. With a life built around her career and her beloved sister Heather, suddenly her world becomes the house and garden she has hardly seen and the neighbours she has yet to meet. The year I met you. But being fired is just the beginning for Jasmine. In the year that unfolds she learns more about herself than she could ever imagine and more about other people than she ever dreamed. Sometimes friendship is found in the most unexpected of places.""",0.0,en,http://books.google.co.in/books?id=8qfGoQEACAAJ&dq=romance&hl=&cd=308&source=gbs_api,romance
The Hope Chest,['Carolyn Brown'],2021-06-22,['Fiction'],,,"A grandmother's loving bequest changes three lives forever in a heartwarming novel about finding love, hope, and family by New York Times bestselling author Carolyn Brown. An inheritance has reunited three estranged cousins. Their grandmother Lucy left Nessa, Flynn, and April her cabin nestled in the woods near Blossom, Texas, as well as a hope chest to be unlocked after they complete a special task. Together, they must hand stitch a cherished quilt Lucy left unfinished. It meant everything to her. And now, to three people struggling with their own patchwork pasts... To Nessa, the cabin has always been an escape from her strict parents--a home away from home. Flynn has followed a profligate path into adulthood, never guessing it would lead him here. And the town of Blossom only stirs up a lifetime of disappointments for April. Lost and with nowhere to go, her last chance is helping fulfill Nanny Lucy's final wish. Thread by healing thread, Nessa, Flynn, and April bond over the quilt and all it represents. As they discover the family they've been looking for in one another, they share more than memories. They share the hope of new beginnings.",318.0,en,http://books.google.co.in/books?id=J2MkzgEACAAJ&dq=romance&hl=&cd=309&source=gbs_api,romance
Catalogue of the Oakland Free Public Library,['Oakland Free Library'],1885,['Library catalogs'],,,,224.0,en,http://books.google.co.in/books?id=GZm9AAAAIAAJ&pg=PA37&dq=romance&hl=&cd=310&source=gbs_api,romance
Never Kiss a Duke,['Megan Frampton'],2020-01-28,['Fiction'],,,"One of Cosmopolitan's Best Romance Novels of 2020! One of Orpah Mag's Best Romance Novels of 2020! A disinherited duke and a former lady are courting much more than business in the first novel in Megan Frampton’s newest titillating series, Hazards of Dukes. Everything he had ever known was a lie… Sebastian, Duke of Hasford, has a title, wealth, privilege, and plenty of rakish charm. Until he discovers the only thing that truly belongs to him is his charm. An accident of birth has turned him into plain Mr. de Silva. Now, Sebastian is flummoxed as to what to do with his life—until he stumbles into a gambling den owned by Miss Ivy, a most fascinating young lady, who hires him on the spot. Working with a boss has never seemed so enticing. Everything tells her he’s a risk she has to take… Two years ago, Ivy gambled everything that was precious to her—and won. Now the owner of London’s most intriguing gambling house, Ivy is competent, assured, and measured. Until she meets Mr. de Silva, who stirs feelings she didn’t realize she had. Can she keep her composure around her newest employee? They vow to keep their partnership strictly business, but just one kiss makes them realize that with each passing day—and night—there’s nothing as tempting as what is forbidden…",297.0,en,http://books.google.co.in/books?id=yAmYDwAAQBAJ&printsec=frontcover&dq=romance&hl=&cd=311&source=gbs_api,romance
Poole's Index to Periodical Literature,,1963,['Periodicals'],,,,504.0,en,http://books.google.co.in/books?id=GUlNAQAAMAAJ&pg=PA366&dq=romance&hl=&cd=312&source=gbs_api,romance
Unsuitable,['Samantha Towle'],2016-09-27,,,,"From New York Times bestselling author, Samantha Towle, comes a new sexy, romantic suspense standalone novel... Daisy Smith has spent eighteen months of her life paying for a crime she didn't commit. Now out of prison, she has only one focus-to get back custody of her younger brother, Jesse, who is deep in the foster care system. Desperate to rebuild her life and show the system that she is responsible enough to care for Jesse, she takes on the only job available to her-working as a maid at the Matis Estate. On day one of her new job, Daisy meets Kastor Matis, the only son of the owners and her new boss. An enigmatic, handsome Greek god of a man, Kas is closed off, cold, and...well, kind of a bastard. The more time Daisy spends around Kas, she starts to see there might be more to him than just his cold, bastard ways. He may actually have a heart beating in that frozen chest of his. But Kas has secrets, too. Secrets that he's determined to keep. Secrets make Daisy curious. And you know what curiosity can do...",398.0,en,http://books.google.co.in/books?id=15BZvgAACAAJ&dq=romance&hl=&cd=313&source=gbs_api,romance
Bulletin of the Public Library of the City of Boston,['Boston Public Library'],1896,,,,,190.0,en,http://books.google.co.in/books?id=hiZFAQAAMAAJ&pg=PA174&dq=romance&hl=&cd=314&source=gbs_api,romance
University Record,['University of Chicago'],1898,,,,,436.0,en,http://books.google.co.in/books?id=4wfiAAAAMAAJ&pg=PA35&dq=romance&hl=&cd=315&source=gbs_api,romance
The Book Buyer,,1897,['American literature'],,,,124.0,en,http://books.google.co.in/books?id=Rn1MAAAAYAAJ&pg=PA224&dq=romance&hl=&cd=316&source=gbs_api,romance
This sweet sickness,['Patricia Highsmith'],1978,,,,,0.0,en,http://books.google.co.in/books?id=976jzwEACAAJ&dq=romance&hl=&cd=317&source=gbs_api,romance
